-4.95064599052e-09,-3.54269265383,0.593364208937	5.60455896274e-08,-2.80419903994,0.535723637789	-2.11915240988e-14,-2.71887999773,0.493553757668	7.54979084942e-08,-1.85220086575,-0.00531244277954
7.54979084942e-08,-1.85220086575,-0.00531244277954	1.50995873707e-07,-0.985521316528,-0.504178881645	7.23018533162e-15,-0.79419708252,-0.638910531998	7.54979227051e-08,0.0825190544128,-0.157902300358
7.54979227051e-08,0.0825190544128,-0.157902300358	1.5099591634e-07,0.95923614502,0.323106437922	1.42537016897e-09,1.15001249313,0.399453416467	7.54978658617e-08,2.12088441849,0.150156021118
7.54978658617e-08,2.12088441849,0.150156021118	1.49395361984e-07,3.08946275711,-0.0985524058342	5.48648302026e-07,3.05415344238,-0.0894721746445	5.47251033947e-07,3.29034137726,-0.0990565419197
5.47251033947e-07,3.29034137726,-0.0990565419197	5.46588921804e-07,3.40226221085,-0.103598237038	4.71336278576e-07,4.02469396591,0.0354323983192	5.92063088459e-07,4.13465976715,0.123009085655
5.92063088459e-07,4.13465976715,0.123009085655	7.30952194897e-07,4.26116895676,0.223760932684	6.04087233694e-07,4.47946739197,0.494868323207	5.90954471261e-07,4.61192750931,0.63269393146
